KO	superclass
K01946	Cofactors/vitamins
K08266	Energy/central carbon
K08269	Amino acid metabolism
K08272	Transport
K08284	Transport
K08286	Amino acid metabolism
K08287	Carbohydrate metabolism
K08288	Carbohydrate metabolism
K02637	Cofactors/vitamins
K08294	Carbohydrate metabolism
K08329	Other
K08330	Other
K02640	Cofactors/vitamins
K08332	Other
K08333	Energy/central carbon
K08334	Carbohydrate metabolism
K08336	Protein folding/quality control
K08337	Protein folding/quality control
K08339	Other
K08341	Synaptic pathways
K02643	Cofactors/vitamins
K08343	Protein folding/quality control
K08355	Energy/central carbon
K08356	Energy/central carbon
K08360	Energy/central carbon
K08479	Signal transduction
K08480	Other
K08486	Carbohydrate metabolism
K08488	Carbohydrate metabolism
K08489	Carbohydrate metabolism
K08490	Carbohydrate metabolism
K08492	Carbohydrate metabolism
K08493	Transport
K08495	Transport
K08496	Transport
K08497	Transport
K03689	Cofactors/vitamins
K08501	Carbohydrate metabolism
K08502	Transcriptional regulation
K08504	Transport
K08505	Transport
K08507	Other
K08513	Transport
K08515	Transport
K08516	Carbohydrate metabolism
K08517	Transport
K08548	Transcriptional regulation
K08568	Carbohydrate metabolism
K08586	Protein folding/quality control
K08590	Amino acid metabolism
K08592	Protein folding/quality control
K08596	Protein folding/quality control
K08597	Protein folding/quality control
K08605	Carbohydrate metabolism
K08624	Carbohydrate metabolism
K08640	Carbohydrate metabolism
K08652	Protein folding/quality control
K08656	Protein folding/quality control
K08658	Protein folding/quality control
K08660	Carbohydrate metabolism
K08683	Energy/central carbon
K08687	Amino acid metabolism
K08689	Energy/central carbon
K08690	Energy/central carbon
K03934	Cofactors/vitamins
K03935	Cofactors/vitamins
K03936	Cofactors/vitamins
K03940	Cofactors/vitamins
K03955	Cofactors/vitamins
K08712	Transport
K08734	DNA replication/repair/maintenance
K08735	DNA replication/repair/maintenance
K08736	DNA replication/repair/maintenance
K08737	DNA replication/repair/maintenance
K08739	DNA replication/repair/maintenance
K08741	DNA replication/repair/maintenance
K08752	Lipid metabolism
K08762	Synaptic pathways
K08770	Protein folding/quality control
K08773	Other
K08776	Carbohydrate metabolism
K08783	Other
K08790	Amino acid metabolism
K07437	Cofactors/vitamins
K08796	Amino acid metabolism
K08798	Carbohydrate metabolism
K08818	Cell envelope/biogenesis
K08819	Carbohydrate metabolism
K08822	Carbohydrate metabolism
K08824	Carbohydrate metabolism
K08827	Amino acid metabolism
K11262	Cofactors/vitamins
K08832	Amino acid metabolism
K08835	Amino acid metabolism
K08838	Amino acid metabolism
K08850	Carbohydrate metabolism
K11353	Cofactors/vitamins
K08852	Amino acid metabolism
K08853	Carbohydrate metabolism
K08856	Amino acid metabolism
K08857	Amino acid metabolism
K08864	Carbohydrate metabolism
K08866	Amino acid metabolism
K08867	Amino acid metabolism
K08869	Carbohydrate metabolism
K08870	Carbohydrate metabolism
K08874	RNA processing/degradation
K08876	Other
K08900	Protein folding/quality control
K15506	Cofactors/vitamins
K08991	Defense systems
K09144	Defense systems
K10882	Defense systems
K08905	Energy/central carbon
K08908	Transport
K08909	Transport
K07463	DNA replication/repair/maintenance
K07466	DNA replication/repair/maintenance
K10739	DNA replication/repair/maintenance
K10740	DNA replication/repair/maintenance
K13211	DNA replication/repair/maintenance
K08939	Translation/ribosome
K00197	Energy/central carbon
K08956	Other
K00442	Energy/central carbon
K08958	Carbohydrate metabolism
K08959	Carbohydrate metabolism
K08960	Carbohydrate metabolism
K08971	Transport
K08975	Transport
K08979	Transport
K08980	Transport
K00533	Energy/central carbon
K09010	Other
K09012	Transcriptional regulation
K09043	Transcriptional regulation
K09051	Transcriptional regulation
K09062	Other
K09074	Translation/ribosome
K09104	Carbohydrate metabolism
K09116	Carbohydrate metabolism
K09119	Energy/central carbon
K09126	Other
K09127	Defense systems
K09129	Other
K09132	Other
K09133	Other
K09138	Other
K09139	Other
K00534	Energy/central carbon
K09141	Other
K00916	Energy/central carbon
K09143	Other
K01648	Energy/central carbon
K09148	Other
K09149	Other
K09150	Other
K09152	Cell envelope/biogenesis
K09175	DNA replication/repair/maintenance
K09182	Other
K09183	Other
K09184	Other
K09201	Transcriptional regulation
K09228	Transport
K09234	Other
K09235	Transport
K09238	Transcriptional regulation
K09240	Transcriptional regulation
K09242	Transcriptional regulation
K09243	Transcriptional regulation
K09245	Transcriptional regulation
K02105	Energy/central carbon
K09248	Transcriptional regulation
K09265	Transcriptional regulation
K09268	Transcriptional regulation
K09272	Energy/central carbon
K09274	Translation/ribosome
K09286	Translation/ribosome
K09288	Translation/ribosome
K09291	Carbohydrate metabolism
K09313	Other
K09321	Other
K09338	Other
K09355	Transcriptional regulation
K09361	Carbohydrate metabolism
K09377	Amino acid metabolism
K09397	Other
K09409	Other
K09413	Transcriptional regulation
K09419	Transcriptional regulation
K09420	Transcriptional regulation
K09422	Transcriptional regulation
K09423	DNA replication/repair/maintenance
K09424	DNA replication/repair/maintenance
K09425	DNA replication/repair/maintenance
K09426	DNA replication/repair/maintenance
K02285	Energy/central carbon
K09448	Transcriptional regulation
K09454	Transcriptional regulation
K09464	Transport
K09466	Transport
K09467	Other
K09468	Transport
K09478	Energy/central carbon
K09480	Carbohydrate metabolism
K09481	Transport
K09482	Lipid metabolism
K09485	Transcriptional regulation
K09486	Carbohydrate metabolism
K09487	Transcriptional regulation
K09488	Other
K09489	Transcriptional regulation
K09490	Protein folding/quality control
K09493	Other
K02707	Energy/central carbon
K09495	Other
K09496	Energy/central carbon
K09497	Carbohydrate metabolism
K09498	Other
K09499	Other
K09500	Other
K09503	Transport
K09504	Transport
K09505	Transport
K09506	Transport
K09510	Transport
K09512	Transport
K09515	Transport
K09518	Transport
K09519	Transport
K09522	Transport
K09523	Transport
K09525	Transport
K09527	Transport
K09528	Transport
K09531	Transport
K09537	Transport
K09539	Transport
K09540	Other
K09548	Energy/central carbon
K09549	Energy/central carbon
K09550	Energy/central carbon
K09553	Carbohydrate metabolism
K09554	Cell envelope/biogenesis
K09561	Other
K09563	Energy/central carbon
K09567	Energy/central carbon
K03388	Energy/central carbon
K03389	Energy/central carbon
K09578	Energy/central carbon
K09579	Energy/central carbon
K09580	Other
K09584	Other
K09587	Carbohydrate metabolism
K09591	Carbohydrate metabolism
K09595	Other
K09613	Energy/central carbon
K09645	Other
K09647	Protein folding/quality control
K09648	Protein folding/quality control
K09659	Carbohydrate metabolism
K03390	Energy/central carbon
K09711	Carbohydrate metabolism
K09713	Other
K09715	Other
K09716	Translation/ribosome
K09717	Other
K09720	Transcriptional regulation
K09721	Other
K09722	DNA replication/repair/maintenance
K09723	DNA replication/repair/maintenance
K09724	Other
K09725	Other
K09727	Other
K09728	Other
K09730	Other
K09732	Other
K09733	Other
K09735	Carbohydrate metabolism
K09736	Other
K09737	Other
K09738	Other
K09739	Energy/central carbon
K09741	Energy/central carbon
K09743	Other
K09746	Other
K09754	Cofactors/vitamins
K09804	Other
K09827	Energy/central carbon
K09828	Energy/central carbon
K09829	Energy/central carbon
K09831	Carbohydrate metabolism
K09833	Carbohydrate metabolism
K09834	Carbohydrate metabolism
K09839	Carbohydrate metabolism
K09840	Energy/central carbon
K09841	Energy/central carbon
K09842	Energy/central carbon
K09847	Cofactors/vitamins
K09872	Transport
K09873	Transport
K09874	Transport
K09944	Other
K10046	Energy/central carbon
K10047	Carbohydrate metabolism
K10080	Carbohydrate metabolism
K10082	Carbohydrate metabolism
K10084	Drug metabolism/xenobiotics
K10085	Drug metabolism/xenobiotics
K10088	Other
K10089	Carbohydrate metabolism
K10105	Carbohydrate metabolism
K10123	Transport
K10134	Carbohydrate metabolism
K10199	Transport
K10215	Cofactors/vitamins
K10222	Carbohydrate metabolism
K10246	Lipid metabolism
K10251	Energy/central carbon
K10256	Lipid metabolism
K10257	Lipid metabolism
K10258	Energy/central carbon
K10259	Other
K10268	Other
K10276	Other
K10277	Protein folding/quality control
K10295	Other
K10297	Other
K10300	DNA replication/repair/maintenance
K10343	Translation/ribosome
K10352	Translation/ribosome
K10354	Other
K10356	Carbohydrate metabolism
K10357	Carbohydrate metabolism
K10364	Other
K03421	Energy/central carbon
K10380	Carbohydrate metabolism
K10385	Carbohydrate metabolism
K10388	Carbohydrate metabolism
K03422	Energy/central carbon
K10393	Transport
K10394	Transport
K10395	Transport
K10396	Transport
K10398	Transport
K10401	Transport
K10402	Transport
K10405	Transport
K10407	Translation/ribosome
K10408	Translation/ribosome
K10410	Translation/ribosome
K10411	Translation/ribosome
K10412	Translation/ribosome
K10413	Translation/ribosome
K04113	Energy/central carbon
K10416	Translation/ribosome
K10418	Translation/ribosome
K10419	Translation/ribosome
K10420	Translation/ribosome
K10426	Carbohydrate metabolism
K10427	Carbohydrate metabolism
K10428	Carbohydrate metabolism
K10429	Other
K10435	Translation/ribosome
K10436	Transport
K10437	Carbohydrate metabolism
K10481	Translation/ribosome
K10523	Other
K10524	Carbohydrate metabolism
K10525	Carbohydrate metabolism
K10535	Energy/central carbon
K10570	DNA replication/repair/maintenance
K10573	Protein folding/quality control
K10574	Protein folding/quality control
K10575	Protein folding/quality control
K10576	Protein folding/quality control
K10577	Protein folding/quality control
K10578	Protein folding/quality control
K10579	Protein folding/quality control
K10580	Protein folding/quality control
K10582	Protein folding/quality control
K10583	Protein folding/quality control
K10589	Protein folding/quality control
K10590	Protein folding/quality control
K10591	Protein folding/quality control
K10592	Protein folding/quality control
K10597	Protein folding/quality control
K10598	Energy/central carbon
K10599	Other
K10601	Protein folding/quality control
K10609	Carbohydrate metabolism
K10610	DNA replication/repair/maintenance
K10611	Other
K04115	Energy/central carbon
K04508	Energy/central carbon
K10622	Energy/central carbon
K10625	Protein folding/quality control
K10627	Protein folding/quality control
K10632	Other
K10638	Protein folding/quality control
K10643	Energy/central carbon
K10661	Protein folding/quality control
K10666	Protein folding/quality control
K10669	Carbohydrate metabolism
K10671	Energy/central carbon
K10672	Energy/central carbon
K10684	Protein folding/quality control
K10685	Protein folding/quality control
K10686	Carbohydrate metabolism
K10687	Protein folding/quality control
K10688	Protein folding/quality control
K10689	Carbohydrate metabolism
K10696	Protein folding/quality control
K10697	Signal transduction
K10702	Carbohydrate metabolism
K10703	Energy/central carbon
K10704	Protein folding/quality control
K10705	Energy/central carbon
K10706	DNA replication/repair/maintenance
K10712	Energy/central carbon
K10717	Carbohydrate metabolism
K10725	Cell envelope/biogenesis
K10726	DNA replication/repair/maintenance
K10727	DNA replication/repair/maintenance
K10729	DNA replication/repair/maintenance
K10731	DNA replication/repair/maintenance
K10732	Energy/central carbon
K10733	Energy/central carbon
K10734	Energy/central carbon
K10735	Energy/central carbon
K10736	Other
K04532	Energy/central carbon
K05586	Energy/central carbon
K10743	Translation/ribosome
K10745	Translation/ribosome
K10746	Carbohydrate metabolism
K05587	Energy/central carbon
K05588	Energy/central carbon
K10752	Other
K10753	Protein folding/quality control
K10754	DNA replication/repair/maintenance
K10755	DNA replication/repair/maintenance
K10756	DNA replication/repair/maintenance
K10760	Nucleotide metabolism
K10761	RNA processing/degradation
K10768	DNA replication/repair/maintenance
K10769	DNA replication/repair/maintenance
K10771	Defense systems
K10772	Defense systems
K10774	Tryptophan metabolism
K10775	Tryptophan metabolism
K10777	DNA replication/repair/maintenance
K05927	Energy/central carbon
K06700	Energy/central carbon
K10799	Carbohydrate metabolism
K10800	DNA replication/repair/maintenance
K10807	Energy/central carbon
K10808	Energy/central carbon
K10822	Transport
K10838	Other
K10839	DNA replication/repair/maintenance
K10840	Carbohydrate metabolism
K10841	DNA replication/repair/maintenance
K10842	Other
K10845	Transcriptional regulation
K10846	DNA replication/repair/maintenance
K10847	Other
K10848	DNA replication/repair/maintenance
K10849	DNA replication/repair/maintenance
K10854	Carbohydrate metabolism
K10855	Energy/central carbon
K07199	Energy/central carbon
K10858	DNA replication/repair/maintenance
K10862	Carbohydrate metabolism
K10863	Carbohydrate metabolism
K10865	DNA replication/repair/maintenance
K10866	DNA replication/repair/maintenance
K10872	DNA replication/repair/maintenance
K10873	DNA replication/repair/maintenance
K10875	DNA replication/repair/maintenance
K10877	DNA replication/repair/maintenance
K10878	DNA replication/repair/maintenance
K10880	Other
K10881	Energy/central carbon
K07375	Cell envelope/biogenesis
K10884	DNA replication/repair/maintenance
K10885	DNA replication/repair/maintenance
K10896	Other
K10901	Other
K10902	DNA replication/repair/maintenance
K10903	Other
K10908	Transcriptional regulation
K10909	Signal transduction
K10910	Other
K10911	Signal transduction
K10912	Signal transduction
K10913	Protein folding/quality control
K10917	Translation/ribosome
K10921	Transcriptional regulation
K10922	Transcriptional regulation
K10940	Cell envelope/biogenesis
K10944	Cofactors/vitamins
K10945	Cofactors/vitamins
K10946	Cofactors/vitamins
K10948	Other
K10949	Signal transduction
K10956	Transport
K10958	DNA replication/repair/maintenance
K07547	Energy/central carbon
K07548	Energy/central carbon
K10977	Carbohydrate metabolism
K10978	Energy/central carbon
K10981	DNA replication/repair/maintenance
K10990	DNA replication/repair/maintenance
K10994	Cell envelope/biogenesis
K10997	Energy/central carbon
K10998	Energy/central carbon
K10999	Carbohydrate metabolism
K11000	Carbohydrate metabolism
K11005	Other
K11013	Defense systems
K11014	Defense systems
K11015	Defense systems
K11018	Other
K11022	Defense systems
K11045	Lipid metabolism
K11047	Other
K11061	Defense systems
K11063	Defense systems
K11067	Carbohydrate metabolism
K07549	Energy/central carbon
K07550	Energy/central carbon
K07936	Energy/central carbon
K11090	Other
K08264	Energy/central carbon
K08696	Energy/central carbon
K08697	Energy/central carbon
K08698	Energy/central carbon
K08699	Energy/central carbon
K08700	Energy/central carbon
K08851	Energy/central carbon
K11108	RNA processing/degradation
K11118	Translation/ribosome
K11121	Cofactors/vitamins
K11126	Carbohydrate metabolism
K11128	Energy/central carbon
K11129	Energy/central carbon
K11130	Energy/central carbon
K11131	Energy/central carbon
K11133	DNA replication/repair/maintenance
K11135	Other
K11137	Transcriptional regulation
K11142	Carbohydrate metabolism
K11147	Energy/central carbon
K11176	Carbohydrate metabolism
K11180	Energy/central carbon
K11181	Energy/central carbon
K11186	Energy/central carbon
K11187	Energy/central carbon
K11188	Energy/central carbon
K11204	DNA replication/repair/maintenance
K11205	DNA replication/repair/maintenance
K11213	Other
K11214	Carbohydrate metabolism
K11215	Transcriptional regulation
K11226	Carbohydrate metabolism
K11227	Carbohydrate metabolism
K11228	Carbohydrate metabolism
K11229	Carbohydrate metabolism
K11230	Carbohydrate metabolism
K11231	Signal transduction
K11232	Signal transduction
K11233	Signal transduction
K11234	Transport
K11236	Cell envelope/biogenesis
K11237	Other
K11238	Other
K09494	Energy/central carbon
K11243	Carbohydrate metabolism
K11244	Cell envelope/biogenesis
K11246	Carbohydrate metabolism
K11251	Carbohydrate metabolism
K11252	Carbohydrate metabolism
K11253	Carbohydrate metabolism
K11254	Carbohydrate metabolism
K11260	Transcriptional regulation
K10365	Energy/central carbon
K11267	Other
K11268	Carbohydrate metabolism
K11269	Mobilome
K11270	Mobilome
K11271	Other
K11272	DNA replication/repair/maintenance
K10618	Energy/central carbon
K11274	Mobilome
K11279	Other
K11292	Translation/ribosome
K11293	Other
K11294	Carbohydrate metabolism
K11303	Carbohydrate metabolism
K11304	Carbohydrate metabolism
K11308	Carbohydrate metabolism
K11309	Transcriptional regulation
K10795	Energy/central carbon
K11314	Transcriptional regulation
K11315	Transcriptional regulation
K11319	Other
K11321	Other
K11322	Other
K11324	DNA replication/repair/maintenance
K11325	Energy/central carbon
K11326	Antibiotic resistance/efflux
K11328	Signal transduction
K11332	Signal transduction
K11338	Other
K11339	Other
K11341	Translation/ribosome
K11344	Other
K11346	Other
K10796	Energy/central carbon
K11354	Signal transduction
K11355	Signal transduction
K11356	Signal transduction
K11359	Transcriptional regulation
K11360	Transcriptional regulation
K11361	Transcriptional regulation
K11362	Transcriptional regulation
K11363	Translation/ribosome
K11364	Translation/ribosome
K11365	Translation/ribosome
K11366	Protein folding/quality control
K11367	DNA replication/repair/maintenance
K10856	Energy/central carbon
K11370	Carbohydrate metabolism
K11372	Translation/ribosome
K11373	Carbohydrate metabolism
K11374	Carbohydrate metabolism
K11375	Carbohydrate metabolism
K11376	Carbohydrate metabolism
K11377	Carbohydrate metabolism
K11378	Carbohydrate metabolism
K11380	Carbohydrate metabolism
K11385	Carbohydrate metabolism
K11389	Energy/central carbon
K11390	Carbohydrate metabolism
K11396	Other
K11397	Other
K11399	Other
K11400	Other
K11401	Carbohydrate metabolism
K11402	Other
K11404	Carbohydrate metabolism
K11407	Carbohydrate metabolism
K11412	Cofactors/vitamins
K11419	Carbohydrate metabolism
K11420	Carbohydrate metabolism
K11423	Carbohydrate metabolism
K11426	Carbohydrate metabolism
K11427	Carbohydrate metabolism
K11429	Carbohydrate metabolism
K11433	Carbohydrate metabolism
K11086	Energy/central carbon
K11273	Cell envelope/biogenesis
K15754	Energy/central carbon
K11446	Carbohydrate metabolism
K11450	Carbohydrate metabolism
K11479	Carbohydrate metabolism
K11482	Carbohydrate metabolism
K11483	Carbohydrate metabolism
K11484	Carbohydrate metabolism
K11492	Energy/central carbon
K16968	Energy/central carbon
K11495	Other
K11497	Other
K11498	Other
K11501	Other
K11504	Other
K11511	Other
K17267	Energy/central carbon
K11520	Signal transduction
K11521	Signal transduction
K11522	Signal transduction
K11523	Signal transduction
K11525	Signal transduction
K11526	Signal transduction
K11528	Carbohydrate metabolism
K11538	Energy/central carbon
K11539	Energy/central carbon
K11540	Transport
K11541	Amino acid metabolism
K11547	Other
K11548	Other
K11551	Energy/central carbon
K11553	Energy/central carbon
K11554	Energy/central carbon
K17490	Energy/central carbon
K17999	Energy/central carbon
K11559	Other
K11560	Other
K11561	Other
K11562	Other
K11563	Other
K11564	Other
K11566	Energy/central carbon
K11567	Energy/central carbon
K11568	Energy/central carbon
K11569	Energy/central carbon
K11572	Energy/central carbon
K11578	Transport
K11592	Carbohydrate metabolism
K11593	Translation/ribosome
K11594	DNA replication/repair/maintenance
K11599	Translation/ribosome
K11600	Carbohydrate metabolism
K18192	Energy/central carbon
K11649	Transcriptional regulation
K18601	Energy/central carbon
K11662	Other
K11663	Translation/ribosome
K11664	Other
K11665	Transport
K11667	Energy/central carbon
K11672	Other
K11673	Other
K11674	Other
K11675	Energy/central carbon
K11676	Energy/central carbon
K11680	Other
K11684	Translation/ribosome
K11696	Other
K11697	Other
K11699	Transcriptional regulation
K11713	Energy/central carbon
K11718	Carbohydrate metabolism
K11756	Energy/central carbon
K11759	Energy/central carbon
K11761	Carbohydrate metabolism
K11762	Energy/central carbon
K11763	Energy/central carbon
K11766	Energy/central carbon
K11767	Other
K11768	Other
K11770	Energy/central carbon
K11771	Energy/central carbon
K11772	Energy/central carbon
K11775	Carbohydrate metabolism
K11777	Carbohydrate metabolism
K11778	Carbohydrate metabolism
K11780	Carbohydrate metabolism
K11781	Tryptophan metabolism
K11786	DNA replication/repair/maintenance
K11788	DNA replication/repair/maintenance
K11789	Other
K11790	Carbohydrate metabolism
K11795	Other
K11799	Other
K11800	Other
K11805	Other
K11806	Other
K11808	Translation/ribosome
K11816	Tryptophan metabolism
K11817	Tryptophan metabolism
K11824	Energy/central carbon
K11826	Energy/central carbon
K11827	Energy/central carbon
K11835	Protein folding/quality control
K11836	Protein folding/quality control
K11838	Protein folding/quality control
K11839	Protein folding/quality control
K11841	Protein folding/quality control
K11842	Protein folding/quality control
K11843	Protein folding/quality control
K11844	Protein folding/quality control
K11849	Protein folding/quality control
K11855	Protein folding/quality control
K11863	Carbohydrate metabolism
K11865	Carbohydrate metabolism
K11866	Other
K11870	Protein folding/quality control
K11871	Protein folding/quality control
K11872	Protein folding/quality control
K11873	Protein folding/quality control
K11874	Protein folding/quality control
K11876	Protein folding/quality control
K11880	Protein folding/quality control
K11881	Protein folding/quality control
K11883	RNA processing/degradation
K11884	RNA processing/degradation
K11885	DNA replication/repair/maintenance
K11886	Carbohydrate metabolism
K11888	Other
K11908	Transcriptional regulation
K11920	Transcriptional regulation
K11950	Transport
K11951	Transport
K11952	Transport
K11953	Transport
K11954	Transport
K11955	Transport
K11956	Transport
K11957	Transport
K11958	Transport
K11968	Carbohydrate metabolism
K11971	Protein folding/quality control
K11975	Protein folding/quality control
K11977	Protein folding/quality control
K11979	Protein folding/quality control
K11981	Protein folding/quality control
K11984	Other
K11987	Carbohydrate metabolism
K12041	Transport
K12048	Mobilome
K12049	Mobilome
K12050	Mobilome
K12052	Mobilome
K12053	Mobilome
K12073	Carbohydrate metabolism
K12081	Transport
K12083	Transport
K12086	Other
K12087	Other
K12092	Other
K12093	Other
K12094	Other
K12096	Other
K12097	Other
K19177	Energy/central carbon
K12099	Other
K12101	Other
K12104	Other
K12105	Other
K12106	Other
K12108	Other
K12109	Other
K12116	Cofactors/vitamins
K12121	Carbohydrate metabolism
K12122	Carbohydrate metabolism
K12153	Tryptophan metabolism
K12158	Protein folding/quality control
K12160	Protein folding/quality control
K12161	Protein folding/quality control
K12162	Protein folding/quality control
K12165	Carbohydrate metabolism
K12175	Energy/central carbon
K12176	Energy/central carbon
K12177	Energy/central carbon
K12182	Tryptophan metabolism
K12183	Energy/central carbon
K12184	Energy/central carbon
K12188	Energy/central carbon
K12189	Energy/central carbon
K12190	Energy/central carbon
K09660	Lipid metabolism
K13519	Lipid metabolism
K14675	Lipid metabolism
K05752	Other
K12196	Other
K06636	Other
K06674	Other
K12199	Other
K12200	Cell envelope/biogenesis
K12207	Other
K12212	Other
K12221	Other
K12223	Other
K12224	Other
K12232	Protein folding/quality control
K12236	Transcriptional regulation
K12237	Secondary metabolism
K12246	Carbohydrate metabolism
K12247	Carbohydrate metabolism
K12260	Carbohydrate metabolism
K12261	Energy/central carbon
K12272	Signal transduction
K12273	Other
K12274	Other
K12275	Other
K12277	Translation/ribosome
K12304	Nucleotide metabolism
K12313	Carbohydrate metabolism
K12315	Carbohydrate metabolism
K12338	Carbohydrate metabolism
K06675	Other
K12345	Energy/central carbon
K12346	DNA replication/repair/maintenance
K12351	Carbohydrate metabolism
K12355	Energy/central carbon
K12356	Carbohydrate metabolism
K12379	Carbohydrate metabolism
K12385	Carbohydrate metabolism
K12386	Carbohydrate metabolism
K12389	Carbohydrate metabolism
K12391	Energy/central carbon
K12392	Carbohydrate metabolism
K12393	Energy/central carbon
K12394	Energy/central carbon
K12395	Energy/central carbon
K12396	Energy/central carbon
K12397	Energy/central carbon
K12398	Energy/central carbon
K12399	Energy/central carbon
K12400	Energy/central carbon
K12403	Energy/central carbon
K12412	Transcriptional regulation
K12415	Carbohydrate metabolism
K12420	Carbohydrate metabolism
K12423	DNA replication/repair/maintenance
K12427	Lipid metabolism
K12433	Secondary metabolism
K12441	Secondary metabolism
K12445	Energy/central carbon
K12447	Carbohydrate metabolism
K12341	Motility/adhesion
K12451	Carbohydrate metabolism
K12456	Energy/central carbon
K12522	Motility/adhesion
K12471	Carbohydrate metabolism
K12486	Transport
K12690	Motility/adhesion
K12492	Other
K12493	Other
K12504	Energy/central carbon
K12509	Motility/adhesion
K12512	Other
K12513	Other
K12514	Other
K12515	Other
K12517	Cell envelope/biogenesis
K12518	Cell envelope/biogenesis
K12519	Protein folding/quality control
K12520	Cell envelope/biogenesis
K12521	Cell envelope/biogenesis
K00947	Other
K12523	Cell envelope/biogenesis
K12562	Amino acid metabolism
K12571	Translation/ribosome
K12572	Translation/ribosome
K12578	DNA replication/repair/maintenance
K12580	Energy/central carbon
K12581	Energy/central carbon
K12584	Carbohydrate metabolism
K12586	Carbohydrate metabolism
K12587	Carbohydrate metabolism
K12589	Carbohydrate metabolism
K12590	Carbohydrate metabolism
K02703	Energy/central carbon
K12592	Carbohydrate metabolism
K12593	Transport
K12597	Other
K12598	DNA replication/repair/maintenance
K12599	DNA replication/repair/maintenance
K12600	Other
K12601	Other
K12603	Energy/central carbon
K12604	Energy/central carbon
K12605	Energy/central carbon
K12606	Energy/central carbon
K12608	Energy/central carbon
K12609	Energy/central carbon
K12611	Carbohydrate metabolism
K12612	Carbohydrate metabolism
K12613	Carbohydrate metabolism
K12614	DNA replication/repair/maintenance
K12615	Other
K12617	DNA replication/repair/maintenance
K12618	Carbohydrate metabolism
K12619	Carbohydrate metabolism
K12620	Other
K12621	Other
K12622	Other
K12623	Other
K12624	Other
K12625	Other
K12626	Other
K12627	Other
K12657	Translation/ribosome
K12659	Carbohydrate metabolism
K02706	Energy/central carbon
K12663	Energy/central carbon
K12666	Carbohydrate metabolism
K12667	Carbohydrate metabolism
K12668	Carbohydrate metabolism
K12669	Carbohydrate metabolism
K12670	Carbohydrate metabolism
K02709	Energy/central carbon
K02710	Energy/central carbon
K12696	Carbohydrate metabolism
K12732	Tryptophan metabolism
K12734	Energy/central carbon
K12735	Energy/central carbon
K12736	Energy/central carbon
K12737	Energy/central carbon
K12741	Carbohydrate metabolism
K02711	Energy/central carbon
K02712	Energy/central carbon
K12761	Carbohydrate metabolism
K12762	Transport
K12763	Other
K12765	Carbohydrate metabolism
K12767	Amino acid metabolism
K12769	Transcriptional regulation
K12771	Other
K12776	Amino acid metabolism
K12778	Other
K12780	DNA replication/repair/maintenance
K12782	Transcriptional regulation
K12789	Other
K12790	Carbohydrate metabolism
K12795	Other
K12810	Antibiotic resistance/efflux
K12811	DNA replication/repair/maintenance
K12812	DNA replication/repair/maintenance
K12813	DNA replication/repair/maintenance
K12815	DNA replication/repair/maintenance
K12816	Translation/ribosome
K12817	Translation/ribosome
K12818	DNA replication/repair/maintenance
K12819	Translation/ribosome
K12820	DNA replication/repair/maintenance
K12821	Translation/ribosome
K12823	DNA replication/repair/maintenance
K12825	Translation/ribosome
K12826	Translation/ribosome
K12827	Translation/ribosome
K12828	Translation/ribosome
K12829	Translation/ribosome
K12830	Translation/ribosome
K12831	Translation/ribosome
K12832	Translation/ribosome
K12833	Other
K12834	Translation/ribosome
K12835	DNA replication/repair/maintenance
K12836	Translation/ribosome
K12837	Translation/ribosome
K12839	Other
K12840	Translation/ribosome
K12842	Other
K02713	Energy/central carbon
K02714	Energy/central carbon
K02716	Energy/central carbon
K12846	Other
K12847	Other
K12848	Carbohydrate metabolism
K12849	Translation/ribosome
K12852	Carbohydrate metabolism
K12854	DNA replication/repair/maintenance
K12855	Translation/ribosome
K12856	Translation/ribosome
K12857	Transport
K12858	DNA replication/repair/maintenance
K12859	Transport
K12860	Translation/ribosome
K12861	Translation/ribosome
K12862	Transcriptional regulation
K12863	Other
K12864	Other
K12867	Translation/ribosome
K12868	Translation/ribosome
K12869	Carbohydrate metabolism
K12870	Translation/ribosome
K12872	Translation/ribosome
K12873	Other
K12874	Other
K02717	Energy/central carbon
K12876	RNA processing/degradation
K12877	Other
K12878	Energy/central carbon
K12879	Energy/central carbon
K12880	Energy/central carbon
K12881	Energy/central carbon
K12882	Other
K12883	Other
K12885	Carbohydrate metabolism
K12893	Amino acid metabolism
K12897	Other
K12900	Amino acid metabolism
K12908	Carbohydrate metabolism
K12933	Carbohydrate metabolism
K12939	Carbohydrate metabolism
K12946	Protein folding/quality control
K12948	Protein folding/quality control
K12953	Transport
K12956	Transport
K12978	Lipid metabolism
K12986	Carbohydrate metabolism
K13008	DNA replication/repair/maintenance
K13025	DNA replication/repair/maintenance
K13034	Amino acid metabolism
K13048	Amino acid metabolism
K13057	Carbohydrate metabolism
K13059	Carbohydrate metabolism
K13065	Tryptophan metabolism
K13066	Synaptic pathways
K13068	Carbohydrate metabolism
K13070	Carbohydrate metabolism
K13076	Carbohydrate metabolism
K13083	Other
K13091	RNA processing/degradation
K13093	Translation/ribosome
K13095	Translation/ribosome
K13099	Cell envelope/biogenesis
K13100	Translation/ribosome
K13102	DNA replication/repair/maintenance
K13103	Other
K13106	Translation/ribosome
K13107	RNA processing/degradation
K13108	Other
K13110	Translation/ribosome
K13113	Protein folding/quality control
K13116	DNA replication/repair/maintenance
